evacion,cliente_genero,cliente_ciudadano_mayor,cliente_pareja,cliente_dependientes,cliente_antiguedad_meses,telefono_servicio,telefono_multiples_lineas,internet_servicio,internet_seguridad_en_linea,internet_respaldo_en_linea,internet_proteccion_dispositivo,internet_soporte_tecnico,internet_streaming_tv,internet_streaming_peliculas,cuenta_contrato,cuenta_facturacion_electronica,cuenta_metodo_pago,cuenta_cargos_mensuales,cuenta_cargos_diarios
0,1,0,0,0,58,1,0,2,1,1,0,0,1,1,1,0,3,99.15,3.3
1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,44.35,1.48
0,1,0,0,0,8,1,0,1,0,0,0,0,1,1,0,1,1,66.25,2.21
0,1,1,0,0,35,1,1,2,1,0,0,0,0,1,0,0,2,91.0,3.03
0,1,1,1,0,65,1,1,2,0,1,1,0,1,1,0,1,1,104.35,3.48
0,0,0,1,1,68,1,0,1,1,1,1,1,1,1,2,1,2,85.0,2.83
1,1,0,0,0,6,1,0,2,0,1,0,0,1,0,0,1,1,84.85,2.83
0,1,0,0,0,46,1,1,2,0,1,1,0,1,0,1,1,2,94.9,3.16
0,0,0,1,0,72,1,1,2,1,1,1,1,1,1,2,0,1,115.15,3.84
1,0,0,0,1,62,1,1,2,0,0,1,0,1,1,1,1,1,100.15,3.34
0,0,1,0,0,38,1,0,0,,,,,,,2,0,0,20.2,0.67
1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,53.5,1.78
0,0,0,0,0,58,1,0,2,0,0,0,1,1,1,0,1,1,95.3,3.18
0,1,0,0,0,17,1,0,0,,,,,,,1,1,0,20.1,0.67
0,0,1,1,0,72,1,1,2,1,1,1,1,1,1,2,1,3,114.85,3.83
0,1,0,1,1,50,1,1,1,0,0,1,1,1,0,1,1,1,69.65,2.32
1,1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,1,49.35,1.64
0,0,0,0,0,3,1,0,0,,,,,,,0,1,0,20.0,0.67
1,1,1,1,1,8,1,0,2,0,0,0,0,1,0,0,1,2,80.45,2.68
1,0,1,1,0,13,1,0,2,0,0,0,0,0,0,0,1,1,70.15,2.34
0,1,0,1,1,55,1,0,0,,,,,,,2,0,0,20.5,0.68
0,0,0,1,0,71,1,1,1,1,1,1,1,1,1,2,0,1,90.1,3.0
0,0,0,0,0,37,1,0,2,0,1,1,0,0,0,1,0,1,80.05,2.67
1,1,1,1,1,41,1,1,2,0,1,1,1,1,1,1,1,1,111.95,3.73
0,0,0,1,1,55,1,1,1,1,0,1,1,1,1,2,1,3,85.1,2.84
0,0,0,1,1,61,0,,1,1,1,0,1,0,1,1,1,3,50.7,1.69
0,1,0,1,1,44,1,0,1,0,1,1,1,0,0,0,1,0,61.9,2.06
1,1,0,1,0,59,1,1,2,1,1,1,0,1,1,1,1,1,110.15,3.67
1,0,1,0,0,10,0,,1,0,0,0,0,0,1,0,1,1,34.7,1.16
0,1,0,0,1,2,1,0,0,,,,,,,0,0,0,20.4,0.68
0,0,0,1,1,56,1,0,0,,,,,,,2,1,2,19.8,0.66
0,1,0,1,0,72,1,1,2,0,1,1,1,1,1,2,1,1,108.4,3.61
0,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,74.7,2.49
0,1,1,1,0,44,1,0,0,,,,,,,2,1,2,19.35,0.64
0,1,0,0,0,10,1,0,0,,,,,,,0,0,2,19.75,0.66
0,1,0,0,0,72,1,0,0,,,,,,,2,0,3,19.85,0.66
0,1,0,0,0,66,1,0,1,1,1,0,0,0,0,1,1,0,54.8,1.83
1,1,0,1,0,24,1,1,2,0,0,1,0,1,1,0,1,1,101.05,3.37
0,1,0,0,0,18,1,1,2,0,0,1,0,1,0,1,1,2,89.6,2.99
1,1,0,0,0,22,1,1,1,1,0,0,0,0,0,0,1,1,54.45,1.82
0,0,0,1,0,64,1,1,2,1,0,1,0,1,0,2,1,2,94.6,3.15
0,0,0,1,1,22,0,,1,0,1,0,0,1,0,0,0,1,39.2,1.31
0,1,1,1,0,38,1,1,2,0,1,1,0,1,1,0,1,1,102.6,3.42
0,1,0,0,0,5,1,0,0,,,,,,,0,0,0,20.25,0.68
1,0,1,0,0,6,1,1,2,0,1,0,0,1,1,0,1,1,98.25,3.28
1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,70.3,2.34
0,1,0,1,0,18,1,1,1,0,1,0,0,0,0,0,0,2,56.8,1.89
0,0,0,0,0,11,1,0,1,0,0,1,1,0,0,1,0,3,53.8,1.79
0,1,1,0,0,67,1,1,1,1,1,0,1,0,0,2,1,3,64.55,2.15
0,1,1,0,0,67,1,1,2,0,0,1,0,1,1,0,1,2,101.4,3.38
0,0,1,1,0,72,1,1,0,,,,,,,2,1,2,25.7,0.86
0,0,0,0,0,47,1,0,2,1,0,0,0,0,0,0,0,2,75.45,2.52
0,0,1,0,0,54,1,1,1,0,1,0,1,1,0,1,0,0,72.1,2.4
1,0,1,1,0,12,1,1,2,0,1,1,0,1,0,0,1,1,98.1,3.27
0,0,0,0,0,31,1,1,2,1,0,1,0,0,0,0,1,2,84.75,2.82
0,0,0,0,0,11,1,0,1,1,0,1,0,0,1,0,0,3,64.05,2.13
1,0,1,0,0,40,0,,1,1,1,0,0,1,1,0,1,1,55.8,1.86
0,1,1,1,1,11,1,1,2,0,0,0,0,0,0,0,1,2,75.2,2.51
1,1,0,0,0,5,1,1,2,0,0,1,0,1,0,0,1,1,92.5,3.08
0,1,0,0,0,1,1,0,0,,,,,,,0,1,0,19.75,0.66
0,0,0,1,1,20,1,0,0,,,,,,,1,0,3,19.7,0.66
0,1,0,1,1,8,1,0,0,,,,,,,0,0,2,19.65,0.65
0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,74.3,2.48
0,0,1,0,0,72,1,1,2,0,1,1,1,1,1,2,0,1,111.65,3.72
1,1,0,1,0,6,1,0,2,0,1,1,0,0,1,0,1,1,91.0,3.03
1,1,1,1,0,40,1,1,2,1,0,0,0,1,1,0,0,1,101.85,3.4
0,0,0,1,0,23,1,1,1,0,0,0,1,1,1,0,1,2,73.65,2.46
0,1,0,0,0,30,1,1,2,1,1,1,1,0,0,0,1,2,95.0,3.17
0,0,0,0,0,29,1,1,2,0,0,0,0,0,0,0,1,2,76.0,2.53
0,1,0,1,0,59,0,,1,0,0,0,0,1,1,0,1,1,44.3,1.48
1,1,1,1,0,41,1,1,2,1,0,1,0,0,0,0,1,3,83.75,2.79
0,0,1,1,0,58,1,1,2,0,1,0,0,1,1,1,1,3,97.8,3.26
0,0,0,1,0,1,1,0,0,,,,,,,0,1,0,20.65,0.69
0,1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,1,44.8,1.49
0,0,0,0,1,61,1,1,0,,,,,,,2,1,2,25.0,0.83
1,1,0,0,0,10,1,0,2,0,0,0,0,0,0,0,1,1,70.0,2.33
0,0,0,0,0,39,1,0,1,1,0,0,0,0,0,1,1,1,47.85,1.6
1,0,0,1,1,31,1,0,0,,,,,,,0,1,0,19.55,0.65
1,0,0,1,0,2,0,,1,0,0,0,0,0,1,0,1,1,35.1,1.17
0,1,0,1,0,31,1,1,1,0,0,1,1,1,1,1,1,0,79.3,2.64
1,1,0,0,0,4,0,,1,0,0,0,0,1,1,0,1,1,44.55,1.48
0,0,0,0,0,33,1,1,2,1,0,0,0,0,1,0,1,1,90.65,3.02
0,0,0,0,1,4,1,0,0,,,,,,,1,1,0,20.4,0.68
0,0,0,1,1,32,1,0,1,1,1,1,1,0,1,2,0,0,73.6,2.45
0,0,1,1,0,72,1,1,2,0,1,1,1,1,1,2,1,2,110.8,3.69
0,1,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,1,70.2,2.34
0,1,1,1,0,23,1,1,2,0,0,0,0,0,1,0,0,1,86.8,2.89
1,0,0,0,0,6,1,0,2,1,1,1,1,0,1,0,1,3,98.15,3.27
1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.55,2.32
0,1,0,0,0,15,1,1,2,0,1,0,1,0,1,0,0,1,95.7,3.19
0,1,0,1,0,72,1,1,0,,,,,,,2,0,2,25.75,0.86
0,0,0,1,1,35,1,1,0,,,,,,,2,0,3,24.3,0.81
0,1,0,1,1,50,1,1,1,0,0,1,0,0,0,1,0,3,54.9,1.83
1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,79.5,2.65
1,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,0,75.45,2.52
0,0,0,1,1,41,1,0,1,1,1,0,1,1,1,2,0,1,78.45,2.62
0,1,1,0,0,33,0,,1,0,0,1,1,1,1,0,1,1,54.6,1.82
1,1,0,0,1,38,1,1,2,0,0,1,0,1,1,0,1,3,99.25,3.31
0,1,1,1,0,60,1,1,2,0,1,1,0,1,1,1,1,1,104.35,3.48
0,1,0,1,1,25,1,1,1,0,0,0,1,0,0,1,1,0,55.1,1.84
0,1,0,1,0,70,1,0,2,1,1,1,1,0,1,2,0,2,101.0,3.37
0,1,0,1,0,60,1,1,2,1,0,1,1,1,1,0,1,3,109.45,3.65
0,0,1,1,0,34,1,0,1,0,0,1,1,1,0,1,0,3,64.2,2.14
0,0,0,1,0,27,1,0,2,0,1,0,0,0,0,0,1,1,76.1,2.54
0,0,0,0,0,60,1,0,0,,,,,,,2,0,0,20.6,0.69
1,1,1,1,0,17,1,0,2,0,1,0,0,0,0,0,1,1,76.45,2.55
1,0,0,1,0,71,1,1,2,0,0,0,0,1,1,2,1,3,93.7,3.12
0,1,0,1,1,56,1,1,2,0,0,1,1,1,1,2,1,1,103.2,3.44
1,1,0,1,0,61,1,1,2,0,1,0,1,1,0,2,1,1,94.1,3.14
0,1,0,1,1,15,0,,1,1,0,0,0,0,0,0,1,3,30.2,1.01
0,0,0,1,0,70,0,,1,1,1,1,1,1,1,2,0,3,64.55,2.15
0,0,0,0,1,1,0,,1,0,0,0,0,0,0,0,0,0,24.7,0.82
0,1,0,1,1,42,1,0,1,1,0,0,1,0,1,1,0,2,63.7,2.12
0,0,0,0,0,1,1,0,0,,,,,,,0,0,2,19.95,0.66
0,0,1,0,0,2,1,1,2,0,0,0,0,0,1,0,1,1,84.05,2.8
0,1,0,1,0,72,1,0,0,,,,,,,2,0,3,20.7,0.69
0,1,0,1,0,52,1,0,1,1,1,0,0,1,1,1,1,0,75.4,2.51
0,0,0,1,1,57,1,0,1,1,1,0,0,0,0,1,0,1,53.45,1.78
0,1,0,0,0,7,1,0,0,,,,,,,1,0,0,19.5,0.65
0,1,0,0,0,47,1,1,2,1,1,0,0,1,0,1,0,3,94.8,3.16
0,0,0,0,0,65,1,1,2,0,1,0,1,1,1,1,1,3,105.05,3.5
0,0,0,1,1,72,1,1,0,,,,,,,1,1,3,23.3,0.78
0,1,0,0,0,68,1,1,0,,,,,,,2,1,3,24.15,0.8
1,1,0,0,0,1,1,1,0,,,,,,,0,1,0,24.05,0.8
1,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,1,70.2,2.34
1,0,0,1,0,37,1,1,2,0,0,1,0,1,1,0,1,1,99.5,3.32
0,0,0,0,0,72,1,0,0,,,,,,,2,1,3,21.15,0.7
0,1,1,1,0,48,1,1,2,0,0,1,0,0,1,0,1,2,91.05,3.03
1,0,0,1,1,7,1,0,2,0,0,0,0,0,0,0,1,1,69.0,2.3
0,0,0,0,0,1,1,0,0,,,,,,,0,0,2,19.55,0.65
0,1,0,1,1,35,1,1,1,0,0,0,1,1,1,1,1,3,73.45,2.45
0,1,0,0,0,44,1,0,2,0,0,1,1,1,1,2,0,3,100.1,3.34
0,0,0,1,0,37,0,,1,1,0,0,1,1,0,2,0,1,45.4,1.51
0,0,0,1,1,65,1,0,1,1,1,1,0,0,0,1,0,3,61.35,2.04
0,0,0,1,1,59,1,1,1,1,1,0,1,0,0,1,0,0,65.5,2.18
0,0,0,0,0,22,0,,1,0,0,1,0,1,1,0,1,1,50.6,1.69
0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,3,70.45,2.35
0,1,0,1,0,54,0,,1,0,1,0,0,0,0,0,0,1,30.4,1.01
0,1,0,0,0,44,1,1,2,1,1,1,0,1,1,0,1,1,111.5,3.72
0,0,0,1,1,6,1,0,0,,,,,,,2,0,0,20.1,0.67
0,0,0,0,0,50,1,0,0,,,,,,,1,0,3,19.75,0.66
0,1,0,0,0,13,1,0,0,,,,,,,1,0,2,19.3,0.64
1,1,0,0,0,3,0,,1,0,0,0,0,0,0,0,0,1,24.75,0.82
0,0,0,0,0,1,1,0,0,,,,,,,0,0,0,20.35,0.68
0,1,0,0,1,27,1,0,0,,,,,,,2,0,2,19.7,0.66
0,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,2,109.3,3.64
0,1,0,1,0,14,1,0,1,0,0,0,0,0,0,1,0,1,44.6,1.49
0,1,0,0,0,31,1,0,2,0,1,1,0,1,1,0,1,1,101.4,3.38
0,0,0,1,0,20,1,0,2,1,1,0,1,1,0,0,1,1,96.55,3.22
0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,3,43.8,1.46
0,1,0,0,1,40,0,,1,1,1,0,1,0,0,1,0,0,40.25,1.34
1,1,0,0,0,6,0,,1,0,1,0,0,0,0,0,1,2,30.5,1.02
0,1,0,1,1,72,1,0,0,,,,,,,2,1,2,19.8,0.66
0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,49.0,1.63
1,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,2,70.05,2.34
1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,77.15,2.57
0,1,0,1,0,64,1,1,1,0,1,1,1,1,0,2,1,3,76.1,2.54
1,0,0,0,0,12,1,1,2,0,0,1,0,1,1,0,1,3,100.15,3.34
1,1,0,0,0,4,1,0,2,0,0,0,0,1,0,0,1,1,81.0,2.7
0,1,1,1,0,71,1,1,2,1,1,1,0,1,1,0,1,1,107.5,3.58
0,1,0,0,0,64,1,0,0,,,,,,,2,0,0,19.55,0.65
0,1,0,1,0,33,1,1,1,1,1,1,0,1,0,0,1,3,72.75,2.42
1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,70.15,2.34
0,0,0,1,0,3,1,0,0,,,,,,,0,0,0,20.85,0.7
0,0,0,1,0,70,1,1,2,0,0,1,0,1,1,1,1,1,101.75,3.39
0,0,0,1,0,51,0,,1,0,1,0,0,1,1,0,1,1,49.65,1.66
1,1,0,1,1,4,1,1,1,0,0,0,0,0,0,0,1,1,50.9,1.7
0,1,0,1,1,67,1,0,0,,,,,,,2,1,2,19.4,0.65
0,0,0,1,1,68,1,1,2,1,0,1,1,1,1,2,0,2,111.75,3.72
0,0,0,1,0,62,1,1,0,,,,,,,2,0,3,23.65,0.79
1,1,1,1,0,66,1,1,2,0,0,0,1,1,1,0,1,2,100.05,3.34
1,1,1,1,0,53,1,1,1,1,0,0,1,0,0,1,1,1,60.05,2.0
1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.6,2.32
1,1,0,1,0,4,0,,1,0,1,0,0,1,1,0,1,1,48.55,1.62
0,1,0,0,0,64,1,1,2,1,1,0,0,0,0,1,1,2,84.3,2.81
0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,46.1,1.54
0,1,1,0,0,71,0,,1,1,1,0,0,1,1,1,1,1,56.45,1.88
0,1,0,0,0,2,1,0,0,,,,,,,0,1,0,19.65,0.65
1,1,0,0,1,27,1,1,2,0,0,0,1,0,0,0,1,1,79.5,2.65
1,1,1,0,0,9,1,1,2,0,0,0,0,0,1,0,1,1,85.05,2.84
0,0,0,1,1,36,1,0,0,,,,,,,2,0,3,20.25,0.68
1,1,0,0,0,7,1,0,2,0,1,0,0,1,1,0,1,1,94.25,3.14
0,1,0,1,0,65,1,1,1,1,0,1,1,0,1,2,0,3,76.15,2.54
0,1,0,1,1,33,1,0,0,,,,,,,1,1,3,19.45,0.65
0,1,0,0,0,54,1,1,2,1,1,0,1,1,1,2,1,2,108.0,3.6
0,0,0,0,0,1,1,0,0,,,,,,,0,0,3,19.9,0.66
1,0,1,0,0,15,1,1,2,0,0,0,0,0,0,0,1,0,74.45,2.48
1,1,0,1,0,4,1,1,2,0,1,0,0,1,1,0,1,1,100.2,3.34
1,0,1,1,0,26,1,0,2,0,1,0,0,0,1,0,0,1,84.95,2.83
0,0,0,1,1,10,1,0,2,0,0,0,0,1,1,0,1,1,88.85,2.96
1,1,0,1,1,67,1,1,2,1,1,1,0,1,1,1,1,1,111.3,3.71
1,1,1,0,0,10,1,1,2,0,0,0,0,1,1,0,1,1,95.35,3.18
0,1,0,1,1,60,1,0,1,0,1,0,1,1,1,2,0,3,76.95,2.56
0,1,0,0,0,65,1,1,0,,,,,,,1,0,2,24.8,0.83
0,1,0,1,1,72,1,0,2,1,0,1,1,1,1,2,1,2,104.9,3.5
0,0,1,1,0,26,1,1,2,0,0,1,0,1,1,0,1,3,98.1,3.27
1,0,0,1,1,8,1,0,0,,,,,,,1,1,0,19.75,0.66
0,1,0,0,0,1,1,0,0,,,,,,,0,0,0,20.45,0.68
0,0,0,1,0,48,1,0,2,0,0,1,1,1,1,0,1,2,100.05,3.34
0,0,0,0,0,41,1,1,2,1,0,0,0,0,0,0,1,2,81.3,2.71
1,1,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,1,25.15,0.84
1,0,0,0,0,6,1,0,2,0,0,0,0,1,1,0,1,1,91.1,3.04
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,44.75,1.49
0,0,0,1,1,37,1,1,2,0,1,0,0,1,0,0,1,1,88.8,2.96
0,0,1,0,0,56,1,1,2,1,1,1,0,1,1,1,0,1,110.5,3.68
0,0,0,0,0,7,1,0,0,,,,,,,1,0,0,19.9,0.66
0,0,0,0,0,4,1,1,2,0,1,0,0,0,0,0,1,0,80.3,2.68
0,0,1,0,0,71,1,1,2,0,1,0,0,1,1,0,1,2,99.65,3.32
0,1,1,1,0,58,1,1,2,0,1,0,0,1,1,0,1,1,98.9,3.3
0,1,0,0,0,53,1,0,0,,,,,,,2,0,3,19.65,0.65
0,1,1,1,0,31,1,1,2,1,0,0,0,1,0,0,0,1,89.45,2.98
0,1,0,0,0,1,1,0,0,,,,,,,0,0,0,20.3,0.68
0,1,0,0,0,6,1,0,1,1,1,0,0,0,0,0,1,3,55.7,1.86
0,1,0,0,0,49,1,1,1,0,0,0,1,1,0,2,1,3,66.15,2.2
0,0,0,0,0,8,1,0,1,1,1,0,1,0,0,1,0,3,58.2,1.94
0,0,1,0,0,22,1,0,0,,,,,,,1,1,0,20.05,0.67
1,1,0,1,0,29,1,1,2,1,1,0,0,0,0,0,1,1,84.45,2.82
0,1,0,1,1,61,0,,1,1,0,1,0,0,0,0,0,3,33.6,1.12
1,0,1,0,0,30,1,1,2,1,1,1,0,0,0,0,0,2,91.7,3.06
1,0,0,1,1,25,1,1,2,0,0,1,0,0,1,0,1,1,89.1,2.97
0,1,1,0,0,9,1,0,2,0,0,0,0,0,1,0,1,1,79.55,2.65
0,1,0,1,1,5,1,0,0,,,,,,,1,0,1,20.55,0.68
1,1,0,0,0,9,1,1,2,0,0,0,0,1,0,0,1,1,85.35,2.84
0,0,0,1,0,65,1,1,2,0,1,1,1,1,1,1,1,2,108.05,3.6
0,1,1,0,0,29,1,0,2,0,1,1,0,1,1,0,1,3,101.45,3.38
0,0,0,0,0,1,1,1,0,,,,,,,0,1,0,25.75,0.86
0,0,0,0,0,12,1,1,2,0,0,0,1,0,0,0,1,2,79.55,2.65
0,0,0,1,1,55,1,1,2,1,0,0,0,1,1,1,0,0,100.9,3.36
1,1,0,0,0,11,1,0,2,0,0,0,1,0,0,0,1,1,73.85,2.46
0,1,0,1,0,68,1,1,0,,,,,,,2,0,2,25.05,0.84
0,1,0,0,0,34,1,1,2,0,1,0,1,1,1,0,1,1,105.35,3.51
0,1,0,0,0,1,1,0,0,,,,,,,0,0,2,20.75,0.69
0,1,0,1,1,36,1,0,1,1,1,0,0,0,0,1,0,0,53.65,1.79
0,0,0,1,0,15,1,1,0,,,,,,,2,0,0,25.2,0.84
0,1,0,0,0,10,1,0,1,1,0,0,0,0,0,0,1,0,51.65,1.72
0,0,0,0,0,3,1,0,1,1,1,0,1,0,1,2,0,0,71.1,2.37
0,0,0,0,0,1,1,1,0,,,,,,,0,1,1,25.7,0.86
0,1,0,1,0,43,1,0,2,1,1,1,0,0,0,0,1,2,86.1,2.87
0,0,0,0,1,8,1,0,0,,,,,,,0,0,0,20.05,0.67
1,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,1,46.0,1.53
0,1,0,1,1,71,1,0,0,,,,,,,2,1,3,19.6,0.65
1,1,0,0,0,17,1,0,2,1,0,0,0,1,1,0,0,1,93.85,3.13
0,0,0,1,1,6,1,1,1,0,0,0,0,0,0,0,1,2,48.95,1.63
1,1,1,0,0,2,1,1,2,0,0,0,0,1,1,0,1,1,94.0,3.13
1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,49.55,1.65
1,1,0,0,0,64,1,1,2,0,1,0,1,1,1,1,1,2,105.65,3.52
0,1,0,0,1,39,0,,1,0,0,1,1,1,1,1,0,3,54.85,1.83
0,1,0,1,1,46,1,0,1,1,0,1,1,0,0,1,0,0,56.9,1.9
1,1,0,1,0,1,1,0,2,0,0,0,0,1,1,0,1,1,90.75,3.02
0,0,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,3,84.2,2.81
0,0,0,1,1,33,1,0,0,,,,,,,2,0,2,19.8,0.66
0,0,0,0,0,32,1,1,2,1,0,1,1,1,1,1,1,3,109.55,3.65
0,0,0,0,0,5,1,0,0,,,,,,,0,1,0,20.5,0.68
1,0,0,0,0,2,0,,1,0,0,0,0,1,1,0,1,1,45.25,1.51
1,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,80.55,2.68
0,0,1,0,0,17,1,1,2,0,0,1,0,0,0,0,1,2,82.65,2.76
0,1,0,0,1,5,1,0,0,,,,,,,0,0,2,20.35,0.68
0,1,0,0,0,10,1,1,0,,,,,,,0,1,1,24.0,0.8
0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,50.15,1.67
0,0,0,0,0,41,1,1,1,0,1,0,0,0,0,1,1,2,56.3,1.88
1,0,0,0,0,63,1,1,2,0,1,0,0,1,1,1,0,3,99.9,3.33
0,1,0,1,1,22,1,0,0,,,,,,,1,0,0,20.15,0.67
0,0,0,0,0,47,1,0,2,1,0,1,1,1,1,1,1,1,103.7,3.46
0,1,0,0,0,65,1,1,1,0,1,1,1,0,1,2,1,2,74.2,2.47
0,0,1,0,0,8,1,1,2,0,0,0,1,1,1,0,1,2,100.15,3.34
1,1,0,0,1,10,1,1,2,0,0,0,0,1,1,0,0,1,95.2,3.17
1,0,0,0,0,9,1,0,2,0,0,0,0,1,0,0,1,3,77.65,2.59
0,1,0,0,0,35,1,0,2,1,0,0,1,0,1,1,1,1,89.2,2.97
1,1,1,0,0,2,1,0,2,0,1,0,0,0,0,0,1,1,74.7,2.49
0,1,1,1,0,8,0,,1,0,1,1,0,0,1,0,1,0,43.35,1.44
0,1,0,1,0,24,0,,1,0,0,1,0,0,0,0,0,1,29.1,0.97
0,0,0,0,0,36,0,,1,1,1,1,1,0,1,2,1,0,53.1,1.77
0,1,0,1,0,67,1,1,2,0,1,1,1,1,1,2,1,3,111.3,3.71
1,0,1,1,0,15,1,1,2,0,0,1,1,0,0,0,1,1,83.05,2.77
1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,78.05,2.6
1,1,1,1,0,24,0,,1,1,0,0,0,0,1,0,0,3,39.1,1.3
0,1,0,0,0,21,0,,1,0,1,0,1,0,0,0,1,0,36.0,1.2
0,0,0,0,0,11,1,1,1,0,0,0,0,0,1,0,1,0,58.95,1.96
0,0,1,0,0,50,1,1,2,0,0,1,1,1,1,0,1,1,104.95,3.5
0,1,0,0,0,13,1,0,0,,,,,,,1,0,0,19.45,0.65
0,0,0,1,1,64,1,1,2,1,1,0,1,1,1,2,0,3,110.3,3.68
0,1,0,0,0,3,1,0,2,0,0,0,0,0,1,0,1,1,80.35,2.68
0,1,0,0,1,71,1,1,2,1,1,0,0,0,0,1,1,2,85.45,2.85
0,0,0,0,0,9,1,0,0,,,,,,,0,0,3,20.15,0.67
0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,1,0,83.4,2.78
0,1,0,0,0,3,1,0,0,,,,,,,0,1,1,20.5,0.68
1,1,0,1,0,53,0,,1,0,1,1,1,1,1,1,1,1,60.45,2.02
0,0,0,1,1,46,1,0,0,,,,,,,2,1,0,19.95,0.66
0,1,0,1,1,63,1,0,2,0,1,1,0,0,0,0,1,2,80.3,2.68
0,1,0,1,0,71,1,1,2,1,0,1,1,1,1,2,1,2,108.55,3.62
0,0,1,1,0,5,1,0,2,0,0,0,0,0,0,0,1,1,69.35,2.31
0,0,0,1,1,65,1,1,0,,,,,,,2,1,3,25.3,0.84
0,1,0,0,0,42,1,1,2,0,0,0,1,1,1,0,1,1,100.3,3.34
0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,1,0,74.75,2.49
0,1,0,0,0,24,1,0,1,1,0,0,1,0,0,0,0,1,54.95,1.83
0,1,0,0,1,66,1,0,0,,,,,,,2,0,0,20.55,0.68
0,0,0,0,0,25,1,0,0,,,,,,,2,0,2,19.8,0.66
0,0,0,1,1,56,1,1,2,0,1,1,1,0,1,1,1,2,99.75,3.32
0,1,1,1,0,52,1,1,2,0,1,1,0,1,1,1,1,3,105.1,3.5
0,0,0,1,1,23,1,1,0,,,,,,,2,0,0,25.1,0.84
0,0,0,1,0,25,1,1,0,,,,,,,1,1,0,26.8,0.89
0,0,0,0,0,32,1,1,2,0,0,1,0,1,1,0,1,1,101.35,3.38
1,0,0,0,0,16,1,0,1,1,0,0,0,0,0,0,1,1,50.15,1.67
0,0,1,1,1,23,1,0,2,0,1,1,0,0,1,0,1,3,88.45,2.95
0,1,0,0,0,26,0,,1,1,0,0,1,1,1,1,0,2,54.55,1.82
0,0,0,1,0,49,1,0,0,,,,,,,1,1,3,20.05,0.67
0,1,0,0,1,1,1,0,0,,,,,,,0,0,0,20.05,0.67
1,1,1,0,0,5,1,0,2,0,0,0,0,0,0,0,1,0,70.25,2.34
0,0,0,0,0,50,1,0,0,,,,,,,2,0,2,19.4,0.65
1,1,0,0,0,13,0,,1,1,0,0,1,1,0,0,1,2,45.55,1.52
0,0,0,1,1,28,1,0,0,,,,,,,1,0,0,19.9,0.66
0,0,0,0,1,49,1,0,0,,,,,,,1,0,2,19.45,0.65
0,0,0,0,0,18,1,1,2,0,0,1,1,0,1,0,1,3,95.05,3.17
0,0,0,1,1,72,1,1,1,1,0,1,0,1,0,2,1,3,71.45,2.38
0,0,0,1,1,37,1,1,2,0,0,0,0,1,1,0,1,1,95.25,3.18
0,1,1,1,0,7,0,,1,1,0,0,0,0,0,0,0,3,29.8,0.99
0,1,0,1,0,45,1,1,2,0,1,0,0,0,0,0,0,3,81.4,2.71
0,1,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,3,45.0,1.5
0,1,0,0,0,29,1,0,0,,,,,,,1,1,0,19.8,0.66
0,1,0,1,1,61,1,0,2,0,1,1,1,1,1,1,0,2,103.9,3.46
0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,45.9,1.53
0,0,0,0,0,38,1,1,2,0,0,1,1,1,1,0,1,1,103.65,3.46
0,0,0,0,0,2,1,0,0,,,,,,,0,0,1,19.9,0.66
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.05,1.5
